HBA;HBD;Molar ratio;Temperature (C);Pressure (bar);log 10 x_sol H2S;log 10 x_sol CO2;log 10 x_sol CH4;solubility H2S;solubility CO2;solubility CH4;Selectivity of H2S/ CH4;Selectivity of CO2/ CH4;Performance Index
tetraethylammonium bromide;Levulinic acid; 1& 3;303.15;2;-0.4479795;-1.60988185;-2.70577182;0.356467959;0.024553768;0.00196892;1448.379292;99.76540203;144498.1424
tetraethylammonium bromide;Levulinic acid; 1& 3;313.15;2;-0.5336286;-1.70578238;-2.73987372;0.292665412;0.019688726;0.00182023;1286.278786;86.53291363;111305.4511
tetraethylammonium bromide;Levulinic acid; 1& 3;323.15;2;-0.61699438;-1.79519944;-2.77149142;0.241549209;0.016025093;0.001692422;1141.792082;75.74988311;86490.61675
tetraethylammonium bromide;Levulinic acid; 1& 3;333.15;2;-0.698624;-1.87903187;-2.80086747;0.200159404;0.013211987;0.001581731;1012.356456;66.82294118;67648.63594
tetraethylammonium bromide;Levulinic acid; 1& 3;303.15;3;0;-1.43689904;-2.5296302;1;0.036567979;0.002953723;2708.446036;99.04239803;268250.9903
tetraethylammonium bromide;Levulinic acid; 1& 3;313.15;3;-0.36135858;-1.53205704;-2.56373297;0.435152437;0.029372638;0.002730656;1274.865525;86.0529805;109705.9781
tetraethylammonium bromide;Levulinic acid; 1& 3;323.15;3;-0.48015623;-1.62093163;-2.59535198;0.331012024;0.023936926;0.002538914;1043.003431;75.42413479;78667.63136
tetraethylammonium bromide;Levulinic acid; 1& 3;333.15;3;-0.5558126;-1.70436405;-2.62472964;0.278091299;0.019753131;0.00237285;937.577177;66.59713971;62439.95825
tetraethylammonium chloride;Levulinic acid; 1& 1;303.15;1;-0.56992832;-1.76327754;-2.89977093;0.269197908;0.017247353;0.00125959;1709.749939;109.5426838;187290.597
tetraethylammonium chloride;Levulinic acid; 1& 1;313.15;1;-0.6678192;-1.86583588;-2.9407401;0.214872482;0.013619593;0.001146199;1499.72243;95.05921137;142562.4315
tetraethylammonium chloride;Levulinic acid; 1& 1;323.15;1;-0.76385141;-1.96156816;-2.97866167;0.17224578;0.010925261;0.00105036;1311.898535;83.21152801;109165.0817
tetraethylammonium chloride;Levulinic acid; 1& 1;333.15;1;-0.85694874;-2.05138274;-3.01383668;0.13901167;0.008884178;0.000968642;1148.095268;73.37429256;84240.67808
tetraethylammonium chloride;Levulinic acid; 1& 1;303.15;2;-0.34962091;-1.46942342;-2.59899926;0.447073667;0.033929431;0.002517681;1420.588639;107.8116833;153156.0524
tetraethylammonium chloride;Levulinic acid; 1& 1;313.15;2;-0.43245712;-1.57023452;-2.63992905;0.369439119;0.026900818;0.002291242;1289.917447;93.92571656;121156.4205
tetraethylammonium chloride;Levulinic acid; 1& 1;323.15;2;-0.51568956;-1.66470412;-2.67781894;0.305007445;0.021641925;0.002099815;1162.035423;82.45268583;95812.94163
tetraethylammonium chloride;Levulinic acid; 1& 1;333.15;2;-0.59831753;-1.75359406;-2.71296821;0.252163643;0.017636238;0.001936564;1041.69521;72.85580094;75893.53883
tetraethylammonium chloride;Levulinic acid; 1& 1;303.15;3;-0.23564736;-1.30026015;-2.4231652;0.58123618;0.05008871;0.003774286;1231.991828;106.1683424;130798.5303
tetraethylammonium chloride;Levulinic acid; 1& 1;313.15;3;-0.30953167;-1.39942658;-2.46405587;0.490307267;0.039863316;0.003435138;1141.86349;92.83661075;106006.7363
tetraethylammonium chloride;Levulinic acid; 1& 1;323.15;3;-0.38412758;-1.49269137;-2.50191426;0.412926181;0.032159451;0.00314837;1049.244417;81.71708704;85741.19735
tetraethylammonium chloride;Levulinic acid; 1& 1;333.15;3;-0.45911046;-1.58068744;-2.53703793;0.347447779;0.026261079;0.002903769;957.2325476;72.35032345;69256.08443
tetraethylammonium chloride;Levulinic acid;1&2;303.15;1;-0.62531398;-1.84802234;-2.96552986;0.23696599;0.014189845;0.001082605;1751.079513;104.857019;183612.9778
tetraethylammonium chloride;Levulinic acid;1&2;313.15;1;-0.72189394;-1.94676219;-3.00210388;0.189716918;0.011304147;0.000995167;1525.105639;90.87233279;138589.9072
tetraethylammonium chloride;Levulinic acid;1&2;323.15;1;-0.81635054;-2.03872188;-3.03593406;0.152633358;0.009146988;0.000920589;1326.396927;79.4881093;105432.7839
tetraethylammonium chloride;Levulinic acid;1&2;333.15;1;-0.90766271;-2.12484944;-3.06729451;0.123690769;0.007501542;0.000856457;1155.371863;70.07047427;80957.45442
tetraethylammonium chloride;Levulinic acid;1&2;303.15;2;-0.40442721;-1.55197011;-2.66459938;0.39406947;0.028056267;0.002164714;1456.337917;103.6857938;151001.553
tetraethylammonium chloride;Levulinic acid;1&2;313.15;2;-0.48571414;-1.64951265;-2.70115585;0.326802869;0.022412348;0.001989959;1313.80738;90.10174188;118376.3334
tetraethylammonium chloride;Levulinic acid;1&2;323.15;2;-0.56696822;-1.74060129;-2.7349721;0.271038996;0.018171832;0.00184089;1177.860525;78.96975616;93015.35844
tetraethylammonium chloride;Levulinic acid;1&2;333.15;2;-0.64763725;-1.82608786;-2.7663214;0.225093394;0.014924924;0.001712689;1051.414924;69.71456583;73298.9349
tetraethylammonium chloride;Levulinic acid;1&2;303.15;3;0;-1.38069626;-2.48860677;1;0.041620159;0.003246334;2464.318044;102.56531;252753.5441
tetraethylammonium chloride;Levulinic acid;1&2;313.15;3;-0.33469654;-1.47710245;-2.52514586;0.46270422;0.033334777;0.00298438;1240.33588;89.35799117;110833.9226
tetraethylammonium chloride;Levulinic acid;1&2;323.15;3;-0.4361968;-1.56735851;-2.5589483;0.366271562;0.027079553;0.002760907;1061.30812;78.46568618;83276.26988
tetraethylammonium chloride;Levulinic acid;1&2;333.15;3;-0.50870713;-1.65222664;-2.59028655;0.309950877;0.022272725;0.0025687;965.315783;69.36651836;66960.59499
tetraethylammonium chloride;Levulinic acid; 1& 3;303.15;1;-0.67336974;-1.89241264;-2.99582185;0.212143759;0.012811128;0.001009667;1680.900851;101.507749;170624.4616
tetraethylammonium chloride;Levulinic acid; 1& 3;313.15;1;-0.76855202;-1.98908999;-3.03026978;0.170391521;0.010254394;0.000932675;1461.530043;87.95687216;128551.6111
tetraethylammonium chloride;Levulinic acid; 1& 3;323.15;1;-0.86097967;-2.07901836;-3.06213248;0.137727394;0.008336459;0.000866697;1271.284632;76.94919963;97824.33493
tetraethylammonium chloride;Levulinic acid; 1& 3;333.15;1;-0.95013966;-2.16317081;-3.09165722;0.112165769;0.006867983;0.000809735;1108.172955;67.85414726;75194.13088
tetraethylammonium chloride;Levulinic acid; 1& 3;303.15;2;-0.44409827;-1.59524426;-2.6947994;0.359667942;0.02539544;0.002019299;1424.922083;100.6109216;143362.7239
tetraethylammonium chloride;Levulinic acid; 1& 3;313.15;2;-0.53098126;-1.69099227;-2.72924349;0.294454869;0.020370783;0.001865334;1262.851304;87.36574949;110329.9507
tetraethylammonium chloride;Levulinic acid; 1& 3;323.15;2;-0.61293789;-1.78024735;-2.76109715;0.243815948;0.01658642;0.001733416;1125.250584;76.54904677;86136.85958
tetraethylammonium chloride;Levulinic acid; 1& 3;333.15;2;-0.69211554;-1.86390363;-2.79062099;0.203181639;0.013680324;0.001619493;1003.680385;67.57831315;67827.0274
tetraethylammonium chloride;Levulinic acid; 1& 3;303.15;3;0;-1.42288184;-2.51871481;1;0.037767493;0.003028902;2641.221337;99.75230894;263467.9268
tetraethylammonium chloride;Levulinic acid; 1& 3;313.15;3;-0.3565488;-1.51775326;-2.553153;0.439998504;0.030356153;0.002797995;1258.039238;86.79400464;109190.2635
tetraethylammonium chloride;Levulinic acid; 1& 3;323.15;3;-0.47764515;-1.60636533;-2.58500231;0.332931471;0.024753389;0.002600146;1024.347111;76.16000554;78014.28167
tetraethylammonium chloride;Levulinic acid; 1& 3;333.15;3;-0.55291792;-1.68954337;-2.61452299;0.279951037;0.020438858;0.002429277;921.9238643;67.3084527;62053.26881
Triethylmethylammonium chloride;Levulinic acid; 1& 1;303.15;1;-0.58859414;-1.78580536;-2.92332496;0.257872992;0.016375503;0.001193095;1729.102772;109.8018322;189858.6524
Triethylmethylammonium chloride;Levulinic acid; 1& 1;313.15;1;-0.68657181;-1.88853395;-2.96470659;0.205791859;0.012926057;0.001084659;1517.835713;95.33725141;144706.2849
Triethylmethylammonium chloride;Levulinic acid; 1& 1;323.15;1;-0.78258399;-1.98439068;-3.00295554;0.164974192;0.010365955;0.000993218;1328.805867;83.49391914;110947.2096
Triethylmethylammonium chloride;Levulinic acid; 1& 1;333.15;1;-0.87561111;-2.07430191;-3.03838419;0.133164631;0.008427487;0.00091541;1163.759038;73.64991789;85710.75762
Triethylmethylammonium chloride;Levulinic acid; 1& 1;303.15;2;-0.367449;-1.49175895;-2.6225253;0.429092575;0.032228571;0.002384925;1439.349585;108.1076276;155604.669
Triethylmethylammonium chloride;Levulinic acid; 1& 1;313.15;2;-0.45072459;-1.59277095;-2.66386869;0.354221901;0.02554048;0.00216836;1306.875111;94.22968233;123146.4265
Triethylmethylammonium chloride;Levulinic acid; 1& 1;323.15;2;-0.53413279;-1.6873941;-2.70208713;0.292325842;0.020540258;0.001985696;1177.726174;82.7528609;97460.21026
Triethylmethylammonium chloride;Levulinic acid; 1& 1;333.15;2;-0.61680089;-1.77639641;-2.73749119;0.24165685;0.016734147;0.001830243;1056.282992;73.14502067;77261.84129
Triethylmethylammonium chloride;Levulinic acid; 1& 1;303.15;3;-0.2522773;-1.32240455;-2.44666334;0.559400307;0.047598739;0.003575499;1251.630181;106.4997963;133298.3593
Triethylmethylammonium chloride;Levulinic acid; 1& 1;313.15;3;-0.32708542;-1.42180229;-2.48796873;0.4708847;0.037861491;0.003251107;1158.70611;93.16578058;107951.7592
Triethylmethylammonium chloride;Levulinic acid; 1& 1;323.15;3;-0.40212834;-1.51524504;-2.52615682;0.396160946;0.030531979;0.002977441;1064.433335;82.03548821;87321.30831
Triethylmethylammonium chloride;Levulinic acid; 1& 1;333.15;3;-0.47729662;-1.60337351;-2.56153643;0.333198763;0.024924502;0.002744502;971.2472385;72.6528921;70563.92082
Triethylmethylammonium chloride;Levulinic acid;1&2;303.15;1;-0.64483955;-1.86933996;-2.98597776;0.226548113;0.013510146;0.001032814;1754.802308;104.647242;183635.2218
Triethylmethylammonium chloride;Levulinic acid;1&2;313.15;1;-0.74202744;-1.96789309;-3.02249977;0.181122565;0.010767302;0.000949512;1526.027349;90.71866843;138439.1691
Triethylmethylammonium chloride;Levulinic acid;1&2;323.15;1;-0.83670015;-2.05964509;-3.05623685;0.145646432;0.008716756;0.000878543;1326.25394;79.37463605;105270.9238
Triethylmethylammonium chloride;Levulinic acid;1&2;333.15;1;-0.92800183;-2.14555079;-3.08747166;0.118031566;0.007152357;0.000817576;1154.941048;69.98594917;80829.64548
Triethylmethylammonium chloride;Levulinic acid;1&2;303.15;2;-0.41993832;-1.57302373;-2.68502542;0.380243396;0.026728604;0.002065259;1472.912972;103.5360702;152499.6209
Triethylmethylammonium chloride;Levulinic acid;1&2;313.15;2;-0.50307053;-1.67043177;-2.72153101;0.313999871;0.021358376;0.001898755;1322.971434;89.98895881;119052.8219
Triethylmethylammonium chloride;Levulinic acid;1&2;323.15;2;-0.58543709;-1.76135275;-2.75525523;0.259754398;0.017323963;0.001756891;1182.791315;78.88464346;93304.07119
Triethylmethylammonium chloride;Levulinic acid;1&2;333.15;2;-0.66667103;-1.84664823;-2.78647988;0.215441304;0.014234813;0.001635009;1054.14132;69.65008279;73421.0302
Triethylmethylammonium chloride;Levulinic acid;1&2;303.15;3;0;-1.40149188;-2.50901102;1;0.039674195;0.003097341;2582.860835;102.4729236;264673.301
Triethylmethylammonium chloride;Levulinic acid;1&2;313.15;3;-0.37747103;-1.4978139;-2.54550034;0.419303966;0.031782357;0.002847736;1177.929496;89.28457321;105170.9323
Triethylmethylammonium chloride;Levulinic acid;1&2;323.15;3;-0.45229838;-1.58794079;-2.57921181;0.3529406;0.025826123;0.002635046;1071.527736;78.40811389;84016.46875
Triethylmethylammonium chloride;Levulinic acid;1&2;333.15;3;-0.52610413;-1.67264771;-2.6104264;0.297780236;0.021249675;0.0024523;971.4316678;69.3216158;67341.21285
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid; 1& 1;303.15;1;-0.76182909;-2.00622296;-3.10271572;0.173049724;0.009857733;0.000789377;1753.786073;99.90397008;175210.1914
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid; 1& 1;313.15;1;-0.86800065;-2.10154298;-3.13844519;0.135518738;0.007915111;0.000727034;1491.195303;87.09479414;129875.3479
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid; 1& 1;323.15;1;-0.96810099;-2.18992335;-3.17088738;0.107621492;0.006457682;0.000674703;1276.075519;76.56918368;97708.0608
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid; 1& 1;333.15;1;-1.06216287;-2.27241909;-3.20046549;0.086663681;0.005340488;0.000630281;1099.999802;67.78543494;74563.96501
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid; 1& 1;303.15;2;-0.49729413;-1.70679506;-2.80157701;0.318204172;0.01964287;0.001579149;1612.029062;99.51119395;160414.9366
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid; 1& 1;313.15;2;-0.59583148;-1.80167762;-2.83730964;0.253611253;0.015787828;0.001454422;1394.980533;86.84043835;121140.721
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid; 1& 1;323.15;2;-0.6898502;-1.88975287;-2.86975545;0.204244232;0.012889828;0.001349723;1210.584857;76.39986075;92488.51447
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid; 1& 1;333.15;2;-0.77915354;-1.97203077;-2.89933741;0.166282467;0.010665206;0.001260848;1055.05198;67.6700702;71395.44157
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid; 1& 1;303.15;3;-0.35057102;-1.53226316;-2.62537664;0.446096669;0.029358701;0.002369318;1506.244961;99.12962585;149313.4994
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid; 1& 1;313.15;3;-0.44422978;-1.62672769;-2.66111249;0.359559046;0.023619588;0.002182165;1318.173866;86.59140512;114142.5272
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid; 1& 1;323.15;3;-0.53386875;-1.71450626;-2.69356196;0.292503623;0.019297175;0.002025061;1155.535246;76.23346974;88090.46125
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid; 1& 1;333.15;3;-0.61944109;-1.79657059;-2.72314783;0.240192206;0.015974579;0.0018917;1015.773146;67.55651332;68622.09204
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid;1&2;303.15;1;-0.82519903;-2.07125313;-3.14233575;0.149555011;0.008486857;0.00072055;1660.453458;94.22640177;156458.5547
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid;1&2;313.15;1;-0.93084644;-2.16374611;-3.17616461;0.117260991;0.006858891;0.000666554;1407.369572;82.32059239;115855.4968
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid;1&2;323.15;1;-1.02995278;-2.2493571;-3.2066742;0.093335578;0.005631744;0.000621335;1201.742463;72.51153302;87140.18828
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid;1&2;333.15;1;-1.12261607;-2.32915671;-3.23431864;0.075402185;0.004686442;0.000583017;1034.647844;64.30606231;66534.12871
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid;1&2;303.15;2;-0.55426407;-1.77110314;-2.84113043;0.279084637;0.016939355;0.001441682;1548.660948;93.9977108;145570.5839
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid;1&2;313.15;2;-0.65376043;-1.86333468;-2.87497095;0.221942038;0.013698257;0.001333611;1331.375335;82.17245401;109402.3785
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid;1&2;323.15;2;-0.74801862;-1.94876422;-2.90549092;0.178641098;0.011252157;0.001243109;1149.641114;72.41302447;83248.99014
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid;1&2;333.15;2;-0.83686911;-2.0284361;-2.93314466;0.14558978;0.00936621;0.001166421;998.5401615;64.23896676;64145.18824
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid;1&2;303.15;3;-0.39991665;-1.59585638;-2.6648633;0.398183583;0.025359671;0.002163399;1472.436712;93.77712347;138080.8793
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid;1&2;313.15;3;-0.49665799;-1.68783897;-2.69871558;0.318670609;0.020519229;0.002001172;1273.935902;82.02884508;104499.4907
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid;1&2;323.15;3;-0.5880064;-1.77309595;-2.72924598;0.258222214;0.016861805;0.001865323;1107.463871;72.31693596;80088.39383
N-benzyl-2-hydroxy-N.N-dimethyl ethanaminium chloride;acetic acid;1&2;333.15;3;-0.674205;-1.85264607;-2.75690909;0.211736144;0.014039574;0.001750213;967.8188511;64.1730982;62107.93417
Benzyltriethylammonium chloride;acetic acid; 1& 1;303.15;1;-0.62958256;-1.80330823;-2.9271519;0.234648315;0.015728662;0.001182628;1587.301136;106.3980472;168885.7411
Benzyltriethylammonium chloride;acetic acid; 1& 1;313.15;1;-0.73065083;-1.902654;-2.96491896;0.185929872;0.012512555;0.001084129;1372.012654;92.3325749;126681.4612
Benzyltriethylammonium chloride;acetic acid; 1& 1;323.15;1;-0.82806654;-1.99530794;-2.99991346;0.148570799;0.010108624;0.001000199;1188.329578;80.85288238;96079.87159
Benzyltriethylammonium chloride;acetic acid; 1& 1;333.15;1;-0.92123801;-2.08221783;-3.03241401;0.119884211;0.00827527;0.000928081;1033.394122;71.33229008;73714.36929
Benzyltriethylammonium chloride;acetic acid; 1& 1;303.15;2;-0.3879713;-1.50779143;-2.6262392;0.409287706;0.031060509;0.002364617;1384.706998;105.084281;145510.9392
Benzyltriethylammonium chloride;acetic acid; 1& 1;313.15;2;-0.47743788;-1.60581907;-2.66398747;0.333090403;0.024784544;0.002167767;1229.248189;91.46572623;112434.0783
Benzyltriethylammonium chloride;acetic acid; 1& 1;323.15;2;-0.56523185;-1.69752021;-2.69896699;0.272124817;0.020066877;0.002000014;1088.491713;80.26695113;87369.91113
Benzyltriethylammonium chloride;acetic acid; 1& 1;333.15;2;-0.65070074;-1.78372291;-2.7314555;0.223511184;0.016454212;0.001855857;963.4845325;70.92879422;68338.79614
Benzyltriethylammonium chloride;acetic acid; 1& 1;303.15;3;-0.25903049;-1.33704651;-2.4502645;0.550769028;0.046020729;0.003545974;1242.578964;103.8264433;129012.5543
Benzyltriethylammonium chloride;acetic acid; 1& 1;313.15;3;-0.34127464;-1.43382313;-2.48799411;0.455748618;0.036827893;0.003250917;1121.526286;90.6277018;101641.3498
Benzyltriethylammonium chloride;acetic acid; 1& 1;323.15;3;-0.42223602;-1.524607;-2.52295877;0.378236974;0.029880854;0.002999447;1008.817801;79.69696022;80399.71217
Benzyltriethylammonium chloride;acetic acid; 1& 1;333.15;3;-0.50180116;-1.6101273;-2.55543533;0.314918983;0.024539895;0.00278333;905.1575057;70.53391936;63844.30652
Benzyltriethylammonium chloride;acetic acid;1&2;303.15;1;-0.71356366;-1.91032098;-3.01033439;0.193391036;0.012293598;0.000976485;1584.384981;100.7171428;159574.7284
Benzyltriethylammonium chloride;acetic acid;1&2;313.15;1;-0.81349768;-2.00608613;-3.04481021;0.1536393;0.009860839;0.000901965;1362.707095;87.46092516;119183.6232
Benzyltriethylammonium chloride;acetic acid;1&2;323.15;1;-0.90919408;-2.09522687;-3.07670482;0.12325539;0.008031065;0.000838099;1176.523827;76.65984503;90192.13426
Benzyltriethylammonium chloride;acetic acid;1&2;333.15;1;-1.00031666;-2.17871156;-3.10629023;0.099927113;0.006626565;0.000782906;1021.088904;67.71247013;69140.45194
Benzyltriethylammonium chloride;acetic acid;1&2;303.15;2;-0.46771816;-1.61323046;-2.70930918;0.340629173;0.024365175;0.001952949;1395.343093;99.80877079;139267.479
Benzyltriethylammonium chloride;acetic acid;1&2;313.15;2;-0.55726573;-1.70806015;-2.74377577;0.277162372;0.019585734;0.001803949;1229.136249;86.8571564;106759.2795
Benzyltriethylammonium chloride;acetic acid;1&2;323.15;2;-0.64396454;-1.79652138;-2.77566907;0.227005019;0.015976389;0.00167622;1083.414184;76.24961883;82609.91855
Benzyltriethylammonium chloride;acetic acid;1&2;333.15;2;-0.72782013;-1.8795037;-2.80525219;0.187145707;0.013197641;0.001565842;956.1412324;67.42772036;64470.42364
Benzyltriethylammonium chloride;acetic acid;1&2;303.15;3;-0.33534482;-1.44096048;-2.53321931;0.462014047;0.036227596;0.002929414;1261.724328;98.93474005;124828.3684
Benzyltriethylammonium chloride;acetic acid;1&2;313.15;3;-0.41887697;-1.53490164;-2.56768146;0.38117379;0.029180878;0.002705942;1126.923608;86.27198824;97221.94025
Benzyltriethylammonium chloride;acetic acid;1&2;323.15;3;-0.49955254;-1.62271022;-2.5995716;0.316553748;0.023839096;0.002514365;1007.184531;75.8492633;76394.20469
Benzyltriethylammonium chloride;acetic acid;1&2;333.15;3;-0.57774652;-1.70520617;-2.62915251;0.264395147;0.019714866;0.002348808;900.5254209;67.14850176;60468.93281
Benzyltrimethylammonium chloride;acetic acid; 1& 1;303.15;1;-0.70407824;-1.92548272;-3.03548828;0.197661351;0.011871819;0.000921535;1715.931817;103.0612836;176846.1355
Benzyltrimethylammonium chloride;acetic acid; 1& 1;313.15;1;-0.8072802;-2.02309778;-3.07297124;0.155854663;0.00948205;0.000845335;1474.962664;89.73532643;132356.2561
Benzyltrimethylammonium chloride;acetic acid; 1& 1;323.15;1;-0.90578204;-2.11392588;-3.10739409;0.124227561;0.007692617;0.000780919;1272.629649;78.80580269;100290.601
Benzyltrimethylammonium chloride;acetic acid; 1& 1;333.15;1;-0.99931613;-2.19895918;-3.13910877;0.100157591;0.006324713;0.000725924;1103.78027;69.70109116;76934.68926
Benzyltrimethylammonium chloride;acetic acid; 1& 1;303.15;2;-0.45385129;-1.62767224;-2.73442415;0.351680842;0.023568273;0.001843214;1526.380633;102.2920535;156136.6093
Benzyltrimethylammonium chloride;acetic acid; 1& 1;313.15;2;-0.54702111;-1.72447016;-2.77190048;0.283778109;0.018859485;0.001690828;1342.670221;89.23193422;119809.0609
Benzyltrimethylammonium chloride;acetic acid; 1& 1;323.15;2;-0.63724938;-1.81471454;-2.80631901;0.230542299;0.015320942;0.001562;1180.754521;78.46833852;92651.84543
Benzyltrimethylammonium chloride;acetic acid; 1& 1;333.15;2;-0.72416124;-1.89932161;-2.83803106;0.188729053;0.012608935;0.001452008;1039.823928;69.47034202;72236.92391
Benzyltrimethylammonium chloride;acetic acid; 1& 1;303.15;3;-0.31819731;-1.45470698;-2.55829822;0.480620942;0.035098861;0.002765042;1390.563728;101.5503038;141212.1691
Benzyltrimethylammonium chloride;acetic acid; 1& 1;313.15;3;-0.40510324;-1.55072564;-2.59576802;0.393456532;0.028136778;0.002536483;1240.951382;88.74264462;110125.3075
Benzyltrimethylammonium chloride;acetic acid; 1& 1;323.15;3;-0.48948223;-1.6404078;-2.63018232;0.323979678;0.022887176;0.002343245;1106.089009;78.13839871;86428.02402
Benzyltrimethylammonium chloride;acetic acid; 1& 1;333.15;3;-0.5712804;-1.72460502;-2.66189178;0.268361123;0.01885363;0.002178252;985.6015254;69.24313891;68246.14334
Benzyltrimethylammonium chloride;acetic acid;1&2;303.15;1;-0.78207774;-2.01267467;-3.09656293;0.165166612;0.009712372;0.00080064;1650.346654;97.04613574;160159.7654
Benzyltrimethylammonium chloride;acetic acid;1&2;313.15;1;-0.8847225;-2.10652472;-3.13072979;0.130399973;0.007824837;0.000740066;1409.604498;84.58533175;119231.8641
Benzyltrimethylammonium chloride;acetic acid;1&2;323.15;1;-0.98188533;-2.19367544;-3.16195717;0.104259268;0.006402131;0.00068872;1211.049311;74.36553676;90060.33208
Benzyltrimethylammonium chloride;acetic acid;1&2;333.15;1;-1.07353245;-2.2751446;-3.19061588;0.084424316;0.005307077;0.000644739;1047.546758;65.85083208;68981.82564
Benzyltrimethylammonium chloride;acetic acid;1&2;303.15;2;-0.52507222;-1.71364172;-2.79540858;0.298488621;0.019335628;0.001601738;1490.823902;96.57324999;143973.7093
Benzyltrimethylammonium chloride;acetic acid;1&2;313.15;2;-0.61933764;-1.80697344;-2.82958062;0.240249427;0.015596479;0.001480537;1298.17418;84.27469065;109403.2274
Benzyltrimethylammonium chloride;acetic acid;1&2;323.15;2;-0.70952106;-1.89375687;-2.8608132;0.195199607;0.012771536;0.001377802;1133.397178;74.15600362;84048.20524
Benzyltrimethylammonium chloride;acetic acid;1&2;333.15;2;-0.79550009;-1.97495994;-2.88947704;0.160140032;0.010593514;0.001289802;993.2691273;65.70631131;65264.05049
Benzyltrimethylammonium chloride;acetic acid;1&2;303.15;3;-0.38163053;-1.53948278;-2.61919244;0.415307209;0.028874683;0.002403298;1382.457844;96.11687602;132877.5292
Benzyltrimethylammonium chloride;acetic acid;1&2;313.15;3;-0.47209165;-1.63232622;-2.65336973;0.337216138;0.023317059;0.002221418;1214.41764;83.97180663;101976.8432
Benzyltrimethylammonium chloride;acetic acid;1&2;323.15;3;-0.55802434;-1.71875471;-2.68460757;0.276678658;0.019109323;0.002067247;1070.713348;73.95079497;79180.1033
Benzyltrimethylammonium chloride;acetic acid;1&2;333.15;3;-0.6399363;-1.79969877;-2.7132766;0.229120369;0.015859929;0.001935189;947.1751316;65.5643586;62100.92999
Benzyltrimethylammonium chloride;acetic acid;1&3;303.15;1;-0.83136922;-2.06103813;-3.12590851;0.147445248;0.008688841;0.000748327;1576.265162;92.88816147;146416.3729
Benzyltrimethylammonium chloride;acetic acid;1&3;313.15;1;-0.93428172;-2.1529769;-3.15894507;0.116337112;0.007031097;0.000693514;1342.002537;81.10696621;108845.7545
Benzyltrimethylammonium chloride;acetic acid;1&3;323.15;1;-1.0311445;-2.238213;-3.18894691;0.093079813;0.005778126;0.000647222;1150.515296;71.42066621;82170.56894
Benzyltrimethylammonium chloride;acetic acid;1&3;333.15;1;-1.12200868;-2.31778683;-3.21632579;0.075507714;0.004810754;0.000607679;994.0474075;63.33283762;62955.84305
Benzyltrimethylammonium chloride;acetic acid;1&3;303.15;2;-0.56491326;-1.76135015;-2.82469953;0.272324516;0.017324067;0.001497271;1455.044437;92.56341459;134683.8815
Benzyltrimethylammonium chloride;acetic acid;1&3;313.15;2;-0.66253647;-1.85293248;-2.85774897;0.217502138;0.014030318;0.001387558;1254.014294;80.89216834;101439.9354
Benzyltrimethylammonium chloride;acetic acid;1&3;323.15;2;-0.75452974;-1.93791431;-2.88776203;0.175982815;0.011536809;0.001294905;1087.232127;71.27507894;77492.55567
Benzyltrimethylammonium chloride;acetic acid;1&3;333.15;2;-0.84114935;-2.01730396;-2.91515079;0.144161951;0.009609395;0.001215764;948.6181439;63.23198521;59983.00844
Benzyltrimethylammonium chloride;acetic acid;1&3;303.15;3;-0.40641233;-1.58654878;-2.64842864;0.392272325;0.025909034;0.002246836;1396.710175;92.25073754;128847.5438
Benzyltrimethylammonium chloride;acetic acid;1&3;313.15;3;-0.50527428;-1.67779429;-2.68149109;0.312410571;0.020999343;0.002082135;1200.34696;80.68388227;96848.65282
Benzyltrimethylammonium chloride;acetic acid;1&3;323.15;3;-0.59650316;-1.76253234;-2.71151544;0.253219321;0.017276973;0.001943053;1042.562902;71.13332131;74160.96187
