HBA;HBD;Molar ratio;Temperature (C);Pressure (bar);log 10 x_sol H2S;log 10 x_sol CO2;log 10 x_sol CH4;solubility H2S;solubility CO2;solubility CH4;Selectivity of H2S/ CH4;Selectivity of CO2/ CH4;Performance Index
Tetrapropylammonium chloride;acetic acid; 1& 1;333.15;1;-0.84824623;-1.97997709;-2.91636323;0.141825319;0.010471838;0.001212374;935.8515996;69.09969445;64667.05958
Tetrapropylammonium chloride;acetic acid; 1& 1;303.15;2;-0.32947985;-1.40172872;-2.50172859;0.468295678;0.039652564;0.003149716;1189.429559;100.7140028;119792.2119
Tetrapropylammonium chloride;acetic acid; 1& 1;313.15;2;-0.41377181;-1.50115742;-2.54239597;0.385680952;0.031538612;0.002868164;1075.756916;87.96877352;94633.01654
Tetrapropylammonium chloride;acetic acid; 1& 1;323.15;2;-0.49859343;-1.59445886;-2.58023478;0.317253608;0.025441408;0.002628846;965.4534459;77.42227115;74747.59847
Tetrapropylammonium chloride;acetic acid; 1& 1;333.15;2;-0.58253667;-1.68238452;-2.61551713;0.261494964;0.020778562;0.002423722;863.118543;68.58396625;59196.09302
Tetrapropylammonium chloride;acetic acid; 1& 1;303.15;3;-0.21555203;-1.23279809;-2.32590803;0.608762609;0.058506203;0.00472163;1031.444791;99.12881783;102245.9028
Tetrapropylammonium chloride;acetic acid; 1& 1;313.15;3;-0.28810637;-1.33057522;-2.36654037;0.515102467;0.046711604;0.004299913;958.3496465;86.90707574;83287.36532
Tetrapropylammonium chloride;acetic acid; 1& 1;323.15;3;-0.36298115;-1.42265988;-2.40435049;0.433529695;0.0377868;0.003941391;879.9526976;76.69739208;67490.07705
Tetrapropylammonium chloride;acetic acid; 1& 1;333.15;3;-0.43895413;-1.50967638;-2.43960914;0.363953475;0.030925991;0.00363405;801.2074834;68.08050162;54546.60737
Tetrapropylammonium chloride;acetic acid;1&2;303.15;1;-0.64937503;-1.80499224;-2.89097822;0.224194508;0.015667791;0.001285351;1395.382195;97.51601983;136072.1178
Tetrapropylammonium chloride;acetic acid;1&2;313.15;1;-0.74620409;-1.90307;-2.92884513;0.179389042;0.012500575;0.001178026;1218.234872;84.89167779;103418.0022
Tetrapropylammonium chloride;acetic acid;1&2;323.15;1;-0.8402254;-1.9945492;-2.9640134;0.144468978;0.0101263;0.001086392;1063.844094;74.56829052;79329.03548
Tetrapropylammonium chloride;acetic acid;1&2;333.15;1;-0.93069461;-2.08036738;-2.99674688;0.117301993;0.008310605;0.001007519;931.412918;65.98868698;61462.71549
Tetrapropylammonium chloride;acetic acid;1&2;303.15;2;-0.42271939;-1.50991438;-2.5900929;0.37781623;0.030909047;0.002569846;1176.152123;96.22069888;113170.1793
Tetrapropylammonium chloride;acetic acid;1&2;313.15;2;-0.50495723;-1.60660507;-2.62794075;0.312638724;0.024739729;0.002355371;1061.875271;84.02831735;89227.59225
Tetrapropylammonium chloride;acetic acid;1&2;323.15;2;-0.58648142;-1.69707424;-2.66309348;0.259130528;0.020087494;0.002172234;954.3376264;73.97913125;70601.06852
Tetrapropylammonium chloride;acetic acid;1&2;333.15;2;-0.66695771;-1.78213827;-2.69581416;0.215299137;0.016514359;0.002014586;854.9612611;65.57916415;56067.64488
Tetrapropylammonium chloride;acetic acid;1&2;303.15;3;0;-1.33959681;-2.41414531;1;0.045751274;0.003853494;2076.037992;94.98138257;197184.9588
Tetrapropylammonium chloride;acetic acid;1&2;313.15;3;-0.38097678;-1.43497175;-2.45197428;0.415932848;0.036730619;0.003532041;942.0793558;83.19409792;78375.44217
Tetrapropylammonium chloride;acetic acid;1&2;323.15;3;-0.45366613;-1.52446863;-2.48711161;0.351830811;0.029890375;0.00325753;864.0432206;73.40623792;63426.16222
Tetrapropylammonium chloride;acetic acid;1&2;333.15;3;-0.52597082;-1.60880404;-2.51981963;0.297871656;0.02461478;0.003021206;788.7489552;65.17868242;51409.61766
Tetrapropylammonium chloride;acetic acid;1&6;303.15;1;-0.80995455;-1.9872543;-3.02135576;0.154897871;0.01029783;0.000952016;1301.640931;86.53493006;112637.407
Tetrapropylammonium chloride;acetic acid;1&6;313.15;1;-0.9070871;-2.08016845;-3.05655884;0.123854816;0.008314412;0.000877892;1128.656344;75.76704978;85514.96139
Tetrapropylammonium chloride;acetic acid;1&6;323.15;1;-1.00171333;-2.1664281;-3.08871175;0.099606268;0.006816664;0.000815245;977.4361721;66.8919162;65382.57851
Tetrapropylammonium chloride;acetic acid;1&6;333.15;1;-1.09261104;-2.24702482;-3.1181989;0.080795832;0.005662069;0.00076173;848.5507995;59.46536199;50459.38046
Tetrapropylammonium chloride;acetic acid;1&6;303.15;2;-0.49436614;-1.69000012;-2.72026302;0.320356736;0.020417374;0.001904307;1345.819656;85.77345163;115435.5972
Tetrapropylammonium chloride;acetic acid;1&6;313.15;2;-0.65034252;-1.78206992;-2.75548316;0.22369562;0.016516959;0.001755969;1019.132443;75.24943215;76689.1376
Tetrapropylammonium chloride;acetic acid;1&6;323.15;2;-0.73358929;-1.86770336;-2.78764765;0.184676107;0.013561154;0.001630618;906.0420353;66.53256654;60281.302
Tetrapropylammonium chloride;acetic acid;1&6;333.15;2;-0.81494127;-1.94782759;-2.81714242;0.153129453;0.01127645;0.001523553;804.0649607;59.2113301;47609.75581
Tetrapropylammonium chloride;acetic acid;1&6;303.15;3;-0.34068627;-1.5175654;-2.54410782;0.456366471;0.030369287;0.002856881;1277.943158;85.04179277;108678.5772
Tetrapropylammonium chloride;acetic acid;1&6;313.15;3;-0.43655588;-1.60883858;-2.57934532;0.365968849;0.024612823;0.002634236;1111.42312;74.74750949;83076.11024
Tetrapropylammonium chloride;acetic acid;1&6;323.15;3;-0.5892852;-1.69387319;-2.61152162;0.257462985;0.0202361;0.002446124;842.027755;66.18177595;55726.89222
Tetrapropylammonium chloride;acetic acid;1&6;333.15;3;-0.66409372;-1.77354128;-2.64102417;0.216723637;0.016844523;0.002285472;758.6132729;58.96209104;44729.42486
tetrabutylammonium bromide;acetic  acid; 1& 1;303.15;1;-0.51948157;-1.62992171;-2.71498553;0.302355888;0.023446514;0.001927589;1254.85616;97.30917868;122109.0223
tetrabutylammonium bromide;acetic  acid; 1& 1;313.15;1;-0.61598867;-1.73123871;-2.75573746;0.242109221;0.018567836;0.001754941;1103.668829;84.64254966;93417.34368
tetrabutylammonium bromide;acetic  acid; 1& 1;323.15;1;-0.71097539;-1.82604531;-2.79380246;0.194547032;0.014926387;0.001607672;968.092949;74.2757656;71905.84496
tetrabutylammonium bromide;acetic  acid; 1& 1;333.15;1;-0.80315617;-1.91521571;-2.8294313;0.157341697;0.012155821;0.001481047;849.8946922;65.66071037;55804.68924
tetrabutylammonium bromide;acetic  acid; 1& 1;303.15;2;-0.3045026;-1.33665244;-2.41426634;0.496017958;0.046062506;0.00385242;1030.039139;95.65416545;98527.53418
tetrabutylammonium bromide;acetic  acid; 1& 1;313.15;2;-0.38327218;-1.43616329;-2.45498372;0.413740295;0.036629982;0.00350765;943.6295381;83.54306741;78833.70611
tetrabutylammonium bromide;acetic  acid; 1& 1;323.15;2;-0.46403108;-1.52965204;-2.49302;0.343533362;0.029535747;0.003213513;855.2220841;73.52887936;62883.52145
tetrabutylammonium bromide;acetic  acid; 1& 1;333.15;2;-0.54502963;-1.61784758;-2.52862471;0.285082376;0.024107514;0.00296057;770.3446433;65.14290429;50182.48737
tetrabutylammonium bromide;acetic  acid; 1& 1;303.15;3;-0.20011622;-1.1681235;-2.2384847;0.630788519;0.067901052;0.005774512;873.8934153;94.07000931;82207.16171
tetrabutylammonium bromide;acetic  acid; 1& 1;313.15;3;-0.26631684;-1.26590904;-2.27916779;0.541605617;0.054211442;0.005258141;824.0260418;82.48001609;67965.68119
tetrabutylammonium bromide;acetic  acid; 1& 1;323.15;3;-0.3361367;-1.35812639;-2.31717552;0.461172392;0.043840309;0.004817531;765.8237082;72.80129706;55752.95928
tetrabutylammonium bromide;acetic  acid; 1& 1;333.15;3;-0.40808093;-1.44537056;-2.35275625;0.39076807;0.035861582;0.004438577;704.3123553;64.6361793;45524.05968
tetrabutylammonium bromide;acetic  acid;1&2;303.15;1;-0.63067496;-1.7364718;-2.79419445;0.234058836;0.018345443;0.001606222;1165.760879;91.37189605;106517.7818
tetrabutylammonium bromide;acetic  acid;1&2;313.15;1;-0.72512868;-1.83548736;-2.83344915;0.188309105;0.014605373;0.001467408;1026.621741;79.62542749;81745.19497
tetrabutylammonium bromide;acetic  acid;1&2;323.15;1;-0.81775072;-1.92801254;-2.87008022;0.152142056;0.011802866;0.001348714;902.4423899;70.00961139;63179.64102
tetrabutylammonium bromide;acetic  acid;1&2;333.15;1;-0.90741266;-2.01493567;-2.90432906;0.123762006;0.00966194;0.001246439;794.3399167;62.01309071;49259.47331
tetrabutylammonium bromide;acetic  acid;1&2;303.15;2;-0.41332868;-1.44236094;-2.49339235;0.38607468;0.036110962;0.003210759;961.952565;89.97490504;86551.59069
tetrabutylammonium bromide;acetic  acid;1&2;313.15;2;-0.49144655;-1.53979233;-2.53262331;0.322517623;0.028854109;0.002933436;879.562585;78.6902576;69213.00639
tetrabutylammonium bromide;acetic  acid;1&2;323.15;2;-0.57041608;-1.63115606;-2.56923454;0.268895739;0.023379969;0.002696283;797.8264809;69.36948447;55344.81167
tetrabutylammonium bromide;acetic  acid;1&2;333.15;2;-0.64918876;-1.71721568;-2.60346662;0.224290686;0.019177161;0.002491916;720.0586087;61.56599844;44331.12718
tetrabutylammonium bromide;acetic  acid;1&2;303.15;3;0;-1.27300731;-2.31752787;1;0.053332592;0.004813624;1661.949629;88.63608126;147308.7024
tetrabutylammonium bromide;acetic  acid;1&2;313.15;3;-0.37243166;-1.36892767;-2.35673531;0.42419773;0.04276341;0.004398096;771.6025194;77.78531719;60019.34671
tetrabutylammonium bromide;acetic  acid;1&2;323.15;3;-0.44190256;-1.45917171;-2.39332685;0.361490959;0.034739878;0.004042715;715.3429099;68.74563486;49176.70248
tetrabutylammonium bromide;acetic  acid;1&2;333.15;3;-0.51214616;-1.54438961;-2.4275423;0.307506174;0.028550281;0.003736437;658.394398;61.12835052;40246.56354
tetrabutylammonium bromide;Levulinic acid; 1& 1;303.15;1;-0.48225738;-1.60080194;-2.68738055;0.32941443;0.025072524;0.00205409;1282.960121;97.64917917;125280.0027
tetrabutylammonium bromide;Levulinic acid; 1& 1;313.15;1;-0.57529198;-1.70232294;-2.72816291;0.265893683;0.019846186;0.001869981;1137.524913;84.90435303;96580.8168
tetrabutylammonium bromide;Levulinic acid; 1& 1;323.15;1;-0.66785395;-1.79733672;-2.76625536;0.214855289;0.015946423;0.00171295;1003.439972;74.47467677;74730.86755
tetrabutylammonium bromide;Levulinic acid; 1& 1;333.15;1;-0.75844345;-1.8867112;-2.80191054;0.174404044;0.012980422;0.001577936;884.213369;65.8096115;58189.7383
tetrabutylammonium bromide;Levulinic acid; 1& 1;303.15;2;-0.28080449;-1.30813676;-2.3867267;0.523836203;0.049188462;0.004104623;1020.968157;95.86938182;97879.58605
tetrabutylammonium bromide;Levulinic acid; 1& 1;313.15;2;-0.35455862;-1.40772287;-2.42746797;0.44201945;0.039109038;0.003737077;946.2357168;83.72113107;79219.92447
tetrabutylammonium bromide;Levulinic acid; 1& 1;323.15;2;-0.43116109;-1.50132287;-2.46552615;0.370543253;0.0315266;0.003423528;865.8746937;73.67044056;63789.37015
tetrabutylammonium bromide;Levulinic acid; 1& 1;333.15;2;-0.5089129;-1.58965048;-2.50115249;0.309804056;0.025724653;0.003153897;785.8317597;65.25172497;51276.87785
tetrabutylammonium bromide;Levulinic acid; 1& 1;303.15;3;-0.18472321;-1.14019004;-2.21101025;0.653546947;0.072411903;0.006151624;849.9179999;94.16948536;80036.34065
tetrabutylammonium bromide;Levulinic acid; 1& 1;313.15;3;-0.24592707;-1.23793044;-2.25171069;0.56763992;0.057818865;0.005601306;810.7250777;82.57911743;66948.96139
tetrabutylammonium bromide;Levulinic acid; 1& 1;323.15;3;-0.3110598;-1.33016827;-2.28973482;0.488585079;0.046755395;0.005131746;761.6667672;72.88808448;55516.43167
tetrabutylammonium bromide;Levulinic acid; 1& 1;333.15;3;-0.37894295;-1.41747492;-2.32533249;0.417885257;0.038240634;0.004727892;707.0978667;64.70644751;45753.791
tetrabutylammonium bromide;Levulinic acid;1&2;303.15;1;-0.56063584;-1.68289785;-2.74818326;0.275019925;0.020754016;0.001785734;1232.075742;92.97697172;114554.6714
tetrabutylammonium bromide;Levulinic acid;1&2;313.15;1;-0.65138942;-1.7824609;-2.78742802;0.223157034;0.016502096;0.001631443;1094.280316;80.92022972;88549.41451
tetrabutylammonium bromide;Levulinic acid;1&2;323.15;1;-0.74168029;-1.87552652;-2.82405796;0.181267402;0.013319057;0.001499485;967.0917022;71.05938214;68720.93883
tetrabutylammonium bromide;Levulinic acid;1&2;333.15;1;-0.83004739;-1.96297864;-2.85831676;0.1478947;0.010889837;0.001385745;853.8063039;62.86777743;53676.90468
tetrabutylammonium bromide;Levulinic acid;1&2;303.15;2;-0.32080587;-1.38940974;-2.44745766;0.477742777;0.040793433;0.003568965;1070.88239;91.44035574;97921.86672
tetrabutylammonium bromide;Levulinic acid;1&2;313.15;2;-0.43277736;-1.487254;-2.48667072;0.369166803;0.032564619;0.003260838;905.6978713;79.89262797;72358.58309
tetrabutylammonium bromide;Levulinic acid;1&2;323.15;2;-0.50708327;-1.57905854;-2.5232741;0.311111977;0.02635976;0.00299727;830.3875267;70.3567139;58423.33764
tetrabutylammonium bromide;Levulinic acid;1&2;333.15;2;-0.58238815;-1.66557265;-2.55751047;0.261584406;0.021598687;0.002770062;755.4614485;62.37747732;47123.77937
tetrabutylammonium bromide;Levulinic acid;1&2;303.15;3;0;-1.22065836;-2.27166956;1;0.060164684;0.005349712;1495.407474;89.97071814;134542.8844
tetrabutylammonium bromide;Levulinic acid;1&2;313.15;3;0;-1.31686429;-2.31085115;1;0.048209842;0.004888199;1636.594687;78.89997162;129127.2744
tetrabutylammonium bromide;Levulinic acid;1&2;323.15;3;-0.3883993;-1.40745449;-2.34742817;0.408884549;0.039133213;0.004493366;727.9790094;69.67286461;50720.38296
tetrabutylammonium bromide;Levulinic acid;1&2;333.15;3;-0.45409909;-1.49305474;-2.38164224;0.351480237;0.032132555;0.00415296;677.069323;61.89812404;41909.32094
tetrabutylammonium bromide;Levulinic acid;1&3;303.15;1;-0.61758794;-1.73588711;-2.78741923;0.241219304;0.018370158;0.001631476;1182.827129;90.0786994;106547.5294
tetrabutylammonium bromide;Levulinic acid;1&3;313.15;1;-0.70716878;-1.83406798;-2.82558568;0.19625974;0.014653185;0.001494219;1050.768118;78.45266248;82435.55648
tetrabutylammonium bromide;Levulinic acid;1&3;323.15;1;-0.79579808;-1.9257579;-2.86118439;0.16003019;0.011864299;0.001376625;929.9857564;68.9471751;64119.89079
tetrabutylammonium bromide;Levulinic acid;1&3;333.15;1;-0.88238538;-2.01185147;-2.89445365;0.131103601;0.0097308;0.001275106;822.5423299;61.05091355;50216.96067
tetrabutylammonium bromide;Levulinic acid;1&3;303.15;2;-0.35085502;-1.44185029;-2.48665097;0.445805046;0.036153447;0.003260987;1093.669088;88.69326999;97001.08766
tetrabutylammonium bromide;Levulinic acid;1&3;313.15;2;-0.48657929;-1.53845075;-2.52479093;0.326152499;0.02894338;0.00298682;873.5778766;77.52292792;67722.31477
tetrabutylammonium bromide;Levulinic acid;1&3;323.15;2;-0.56137835;-1.62897833;-2.56036738;0.274550128;0.023497501;0.0027519;798.1398903;68.3091745;54520.27704
tetrabutylammonium bromide;Levulinic acid;1&3;333.15;2;-0.63574823;-1.71420508;-2.59361777;0.231340553;0.019310562;0.002549073;726.0382929;60.60419362;44000.96528
tetrabutylammonium bromide;Levulinic acid;1&3;303.15;3;0;-1.27256356;-2.31082028;1;0.053387113;0.004888546;1636.478361;87.36685592;142973.9692
tetrabutylammonium bromide;Levulinic acid;1&3;313.15;3;-0.30910881;-1.36765903;-2.34893396;0.490784897;0.042888511;0.004477814;876.8294682;76.62401717;67186.19622
tetrabutylammonium bromide;Levulinic acid;1&3;323.15;3;-0.38318611;-1.45706731;-2.38448833;0.4138223;0.034908621;0.004125833;802.4023778;67.68789479;54312.92773
tetrabutylammonium bromide;Levulinic acid;1&3;333.15;3;-0.5064545;-1.54144988;-2.41771999;0.31156273;0.028744193;0.003821906;652.1619807;60.16724098;39238.78705
tetrabutylammonium bromide;monoethanolamine; 1& 1;303.15;1;-0.4738532;-1.61237272;-2.70545379;0.335851119;0.024413345;0.001970363;1363.611254;99.1222284;135164.1862
tetrabutylammonium bromide;monoethanolamine; 1& 1;313.15;1;-0.56622989;-1.71374682;-2.74662221;0.271500173;0.019330949;0.001792164;1211.943314;86.29097518;104579.7704
tetrabutylammonium bromide;monoethanolamine; 1& 1;323.15;1;-0.65869482;-1.80864411;-2.78505254;0.219434637;0.015536597;0.001640391;1070.157518;75.7701971;81086.0461
tetrabutylammonium bromide;monoethanolamine; 1& 1;333.15;1;-0.74960186;-1.89792186;-2.82099724;0.17799104;0.012649639;0.00151009;942.9428396;67.0139731;63190.34609
tetrabutylammonium bromide;monoethanolamine; 1& 1;303.15;2;-0.27717994;-1.31998694;-2.40480292;0.528226348;0.047864449;0.003937287;1073.279828;97.25366283;104380.3945
tetrabutylammonium bromide;monoethanolamine; 1& 1;313.15;2;-0.34978207;-1.41936209;-2.44592819;0.446907795;0.038074824;0.003581557;998.2426174;85.04642982;84896.9707
tetrabutylammonium bromide;monoethanolamine; 1& 1;323.15;2;-0.42560341;-1.51279668;-2.48432267;0.375315577;0.030704591;0.003278516;915.8181515;74.92314117;68615.97265
tetrabutylammonium bromide;monoethanolamine; 1& 1;333.15;2;-0.50295751;-1.60098619;-2.52023729;0.314081597;0.025061889;0.003018302;832.4722529;66.42645669;55298.18206
tetrabutylammonium bromide;monoethanolamine; 1& 1;303.15;3;-0.1833747;-1.15228889;-2.22908929;0.655579402;0.070422447;0.005900797;888.8010868;95.47515827;84858.42444
tetrabutylammonium bromide;monoethanolamine; 1& 1;313.15;3;-0.24341574;-1.24976632;-2.27017173;0.570931835;0.056264398;0.005368195;850.8362347;83.84851916;71341.35833
tetrabutylammonium bromide;monoethanolamine; 1& 1;323.15;3;-0.3075914;-1.34179701;-2.30853058;0.492502682;0.045520077;0.004914388;801.7319055;74.10091266;59409.06591
tetrabutylammonium bromide;monoethanolamine; 1& 1;333.15;3;-0.37480792;-1.42893258;-2.34441531;0.421883053;0.037244952;0.004524647;745.9288027;65.85256823;49121.32738
tetrabutylammonium bromide;monoethanolamine;1&2;303.15;1;-0.55117485;-1.71298333;-2.78710873;0.281076897;0.019364963;0.001632643;1377.285157;94.88889451;130689.0659
tetrabutylammonium bromide;monoethanolamine;1&2;313.15;1;-0.64171614;-1.81220347;-2.82683719;0.228183302;0.015409783;0.00148992;1225.211422;82.74156042;101375.9049
tetrabutylammonium bromide;monoethanolamine;1&2;323.15;1;-0.7324551;-1.90500397;-2.86389328;0.185159031;0.012445032;0.001368065;1082.749937;72.77451118;78796.59737
tetrabutylammonium bromide;monoethanolamine;1&2;333.15;1;-0.82174093;-1.99224141;-2.89851955;0.150750607;0.010180253;0.001263224;954.7037028;64.4715523;61551.22971
tetrabutylammonium bromide;monoethanolamine;1&2;303.15;2;-0.31678728;-1.42000646;-2.48639995;0.482183916;0.038018374;0.003262872;1182.231855;93.21450056;110201.1519
tetrabutylammonium bromide;monoethanolamine;1&2;313.15;2;-0.42878257;-1.5173979;-2.5260935;0.372578191;0.030381002;0.002977875;1000.923572;81.61793207;81693.31209
tetrabutylammonium bromide;monoethanolamine;1&2;323.15;2;-0.50239118;-1.60885362;-2.56312046;0.314491433;0.02461197;0.00273451;920.0666035;72.00403378;66248.5068
tetrabutylammonium bromide;monoethanolamine;1&2;333.15;2;-0.57762711;-1.6950895;-2.59772219;0.264467853;0.020179505;0.002525096;837.8862566;63.93264569;53568.28517
tetrabutylammonium bromide;monoethanolamine;1&2;303.15;3;0;-1.25173576;-2.31062859;1;0.056009828;0.004890704;1635.756207;91.61842403;149865.4058
tetrabutylammonium bromide;monoethanolamine;1&2;313.15;3;0;-1.34739078;-2.35028748;1;0.044937532;0.00446388;1792.162835;80.53537532;144332.5066
tetrabutylammonium bromide;monoethanolamine;1&2;323.15;3;-0.38701081;-1.43755577;-2.38728551;0.410193893;0.036512724;0.004099345;800.5061762;71.25571906;57040.64319
tetrabutylammonium bromide;monoethanolamine;1&2;333.15;3;-0.45189629;-1.52281804;-2.42186285;0.35326752;0.030004194;0.003785621;746.5459555;63.40664833;47335.97686
tetrabutylammonium bromide;monoethanolamine; 1& 6;303.15;1;-0.71352029;-1.91310456;-2.94413446;0.19341035;0.012215055;0.001137275;1360.517577;85.92506849;116902.566
tetrabutylammonium bromide;monoethanolamine; 1& 6;313.15;1;-0.80242324;-2.00784899;-2.98097134;0.157607456;0.009820894;0.001044789;1206.80774;75.19904703;90750.79202
tetrabutylammonium bromide;monoethanolamine; 1& 6;323.15;1;-0.89054325;-2.09630949;-3.01527157;0.128663911;0.00801107;0.000965447;1066.14999;66.38226505;70773.45118
tetrabutylammonium bromide;monoethanolamine; 1& 6;333.15;1;-0.9767159;-2.17934839;-3.0472593;0.105507686;0.006616855;0.000896893;941.0948287;59.02022992;55543.63317
tetrabutylammonium bromide;monoethanolamine; 1& 6;303.15;2;-0.40813185;-1.61883191;-2.64333191;0.390722256;0.024052936;0.002273359;1374.959946;84.64279328;116380.4505
tetrabutylammonium bromide;monoethanolamine; 1& 6;313.15;2;-0.49722729;-1.71209842;-2.68014666;0.318253149;0.019404461;0.002088591;1219.015863;74.32556632;90604.04435
tetrabutylammonium bromide;monoethanolamine; 1& 6;323.15;2;-0.66116341;-1.79946183;-2.71442824;0.218190878;0.015868584;0.001930064;904.3880537;65.77432456;59485.51337
tetrabutylammonium bromide;monoethanolamine; 1& 6;333.15;2;-0.73459216;-1.88167547;-2.74640013;0.184250146;0.013131808;0.001793081;822.0494763;58.58880594;48162.89724
tetrabutylammonium bromide;monoethanolamine; 1& 6;303.15;3;0;-1.44931294;-2.46746705;1;0.035537515;0.003408262;2347.237511;83.41498902;195794.7912
tetrabutylammonium bromide;monoethanolamine; 1& 6;313.15;3;-0.36393228;-1.54117325;-2.50425986;0.432581279;0.028762508;0.003131411;1105.140684;73.4812604;81207.13036
tetrabutylammonium bromide;monoethanolamine; 1& 6;323.15;3;-0.44433563;-1.62748167;-2.53852295;0.359471422;0.023578617;0.002893857;993.7503783;65.18253807;64775.17187
tetrabutylammonium bromide;monoethanolamine; 1& 6;333.15;3;-0.52395401;-1.7088925;-2.57047911;0.299258152;0.019548233;0.002688567;890.4613769;58.16699084;51795.45875
tetrabutylammonium bromide;octanoic acid; 1& 1;303.15;1;-0.47947667;-1.55889577;-2.6197992;0.331530379;0.027612405;0.002399942;1105.127833;92.04356197;101719.9022
tetrabutylammonium bromide;octanoic acid; 1& 1;313.15;1;-0.57353989;-1.66003829;-2.6612054;0.266968554;0.021875687;0.002181698;978.9386985;80.21527874;78525.84058
tetrabutylammonium bromide;octanoic acid; 1& 1;323.15;1;-0.66683803;-1.75473384;-2.69997083;0.215358476;0.017590013;0.001995396;863.4213573;70.52238268;60890.53137
tetrabutylammonium bromide;octanoic acid; 1& 1;333.15;1;-0.7578004;-1.8438489;-2.73633675;0.174662471;0.014326863;0.001835115;761.4236062;62.45652788;47555.87469
tetrabutylammonium bromide;octanoic acid; 1& 1;303.15;2;-0.27450973;-1.26601273;-2.31915661;0.531484092;0.0541985;0.004795605;886.6186593;90.41362188;80162.40421
tetrabutylammonium bromide;octanoic acid; 1& 1;313.15;2;-0.34821775;-1.36528159;-2.36052358;0.448520451;0.043123938;0.004359899;822.9923854;79.1283258;65122.0096
tetrabutylammonium bromide;octanoic acid; 1& 1;323.15;2;-0.42525896;-1.45860952;-2.39925594;0.375613368;0.034784878;0.003987898;753.5064375;69.78087438;52580.33805
tetrabutylammonium bromide;octanoic acid; 1& 1;333.15;2;-0.50358173;-1.54671159;-2.43559376;0.313630485;0.028398043;0.003667805;684.0723189;61.94013634;42371.5327
tetrabutylammonium bromide;octanoic acid; 1& 1;303.15;3;-0.17926552;-1.09793099;-2.14345179;0.66181176;0.07981215;0.007187009;736.6755517;88.84045763;65446.59313
tetrabutylammonium bromide;octanoic acid; 1& 1;313.15;3;-0.23910286;-1.19538345;-2.18477972;0.576629876;0.06377002;0.006534619;705.9384662;78.07037348;55112.87971
tetrabutylammonium bromide;octanoic acid; 1& 1;323.15;3;-0.30357853;-1.28737635;-2.22347917;0.497074484;0.051596905;0.005977517;665.2587983;69.05463069;45939.20063
tetrabutylammonium bromide;octanoic acid; 1& 1;333.15;3;-0.37140151;-1.37448005;-2.259789;0.425205125;0.042220167;0.005498079;618.6962404;61.43260576;38008.12222
tetrabutylammonium bromide;octanoic acid;1&2;303.15;1;-0.56041349;-1.60064957;-2.62384249;0.275160766;0.025081322;0.002377702;925.8038596;84.38842997;78127.13417
tetrabutylammonium bromide;octanoic acid;1&2;313.15;1;-0.64977653;-1.70021842;-2.66510144;0.223987339;0.019942591;0.002162213;828.7335043;73.78583681;61148.79511
tetrabutylammonium bromide;octanoic acid;1&2;323.15;1;-0.73874381;-1.79335698;-2.70373027;0.182497193;0.016093223;0.001978198;738.0341317;65.08235763;48033.0013
tetrabutylammonium bromide;octanoic acid;1&2;333.15;1;-0.82577113;-1.88094221;-2.73996375;0.149358131;0.013153999;0.001819853;656.5723765;57.82445218;37965.93798
tetrabutylammonium bromide;octanoic acid;1&2;303.15;2;-0.31507208;-1.30700544;-2.32307786;0.484092016;0.049316763;0.0047525;814.8839556;83.01611532;67648.50043
tetrabutylammonium bromide;octanoic acid;1&2;313.15;2;-0.42986184;-1.40489143;-2.36431292;0.371653443;0.039364847;0.004322023;687.9249596;72.86374298;50124.78744
tetrabutylammonium bromide;octanoic acid;1&2;323.15;2;-0.50226931;-1.49679753;-2.40292137;0.314579697;0.031856824;0.003954382;636.4174029;64.44865035;41016.24268
tetrabutylammonium bromide;octanoic acid;1&2;333.15;2;-0.57591533;-1.58346674;-2.43913731;0.265512315;0.026093556;0.003638;583.8643613;57.38000173;33502.13806
tetrabutylammonium bromide;octanoic acid;1&2;303.15;3;0;-1.13816635;-2.14725081;1;0.072750109;0.007124415;1122.899264;81.69104413;91730.81329
tetrabutylammonium bromide;octanoic acid;1&2;313.15;3;0;-1.23442414;-2.18846221;1;0.058287558;0.006479445;1234.673699;71.96611475;88854.66912
tetrabutylammonium bromide;octanoic acid;1&2;323.15;3;-0.3838158;-1.3251291;-2.22705045;0.413222728;0.047301063;0.005928565;557.6024034;63.82801479;35590.65445
tetrabutylammonium bromide;octanoic acid;1&2;333.15;3;-0.4474531;-1.41089714;-2.26324898;0.356900289;0.038824231;0.005454451;523.462852;56.94319446;29807.64697
tetrabutylammonium bromide;octanoic acid; 1& 4;303.15;1;-0.66841047;-1.63825937;-2.61528962;0.214580143;0.023000678;0.002424992;707.8954762;75.87876208;53714.23242
tetrabutylammonium bromide;octanoic acid; 1& 4;313.15;1;-0.75810221;-1.73597344;-2.6567706;0.174541133;0.018366507;0.00220409;633.5171511;66.66335195;42232.37682
tetrabutylammonium bromide;octanoic acid; 1& 4;323.15;1;-0.84372852;-1.82727351;-2.69557263;0.143308345;0.014884234;0.002015707;568.7666155;59.07301089;33598.75647
tetrabutylammonium bromide;octanoic acid; 1& 4;333.15;1;-0.92607648;-1.91305036;-2.73193325;0.118555995;0.01221658;0.001853817;511.619109;52.71969353;26972.40263
tetrabutylammonium bromide;octanoic acid; 1& 4;303.15;2;-0.37433763;-1.34397383;-2.31438808;0.42234015;0.045292487;0.00484855;696.8518173;74.7315925;52076.84605
