,Type,HBA,X HBA,Mw HBA,HBD,X HBD,Mw HBD,T (K),Viscosity
554,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C(C(CO)O)O,0.8,92.09,323.15,86.0
555,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C(C(CO)O)O,0.8,92.09,293.15,578.2
556,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C(C(CO)O)O,0.8,92.09,298.15,400.3
557,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C(C(CO)O)O,0.8,92.09,308.15,205.1
558,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C(C(CO)O)O,0.8,92.09,313.15,151.7
559,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C(C(CO)O)O,0.8,92.09,323.15,87.96
560,3,C[N+](C)(C)CCO.[Cl-],0.25,139.62,C(C(CO)O)O,0.75,92.09,293.15,450.0
561,3,C[N+](C)(C)CCO.[Cl-],0.25,139.62,C(C(CO)O)O,0.75,92.09,303.15,229.0
562,3,C[N+](C)(C)CCO.[Cl-],0.25,139.62,C(C(CO)O)O,0.75,92.09,308.15,169.0
563,3,C[N+](C)(C)CCO.[Cl-],0.25,139.62,C(C(CO)O)O,0.75,92.09,318.15,95.0
564,3,C[N+](C)(C)CCO.[Cl-],0.25,139.62,C(C(CO)O)O,0.75,92.09,323.15,73.0
565,3,C[N+](C)(C)CCO.[Cl-],0.3,139.62,C(C(CO)O)O,0.7,92.09,298.15,401.0
566,3,C[N+](C)(C)CCO.[Cl-],0.3,139.62,C(C(CO)O)O,0.7,92.09,303.15,295.0
567,3,C[N+](C)(C)CCO.[Cl-],0.3,139.62,C(C(CO)O)O,0.7,92.09,313.15,160.0
568,3,C[N+](C)(C)CCO.[Cl-],0.3,139.62,C(C(CO)O)O,0.7,92.09,318.15,120.0
569,3,C[N+](C)(C)CCO.[Cl-],0.3,139.62,C(C(CO)O)O,0.7,92.09,328.15,71.0
570,3,C[N+](C)(C)CCO.[Cl-],0.3,139.62,C(C(CO)O)O,0.7,92.09,333.15,55.0
571,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(CO)O)O,0.667,92.09,323.15,81.59
572,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(CO)O)O,0.667,92.09,333.15,53.81
573,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(CO)O)O,0.667,92.09,353.15,26.33
574,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(CO)O)O,0.667,92.09,363.15,19.59
575,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(CO)O)O,0.667,92.09,298.0,376.0
576,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(CO)O)O,0.667,92.09,293.15,514.6
577,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(CO)O)O,0.667,92.09,303.15,265.7
578,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(CO)O)O,0.667,92.09,308.15,197.0
579,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(CO)O)O,0.667,92.09,318.15,114.7
580,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(CO)O)O,0.667,92.09,323.15,89.81
581,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)O,0.5,76.05,293.15,779.4
582,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)O,0.5,76.05,298.15,547.9
583,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)O,0.5,76.05,308.15,290.6
584,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)O,0.5,76.05,313.15,218.6
585,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)O,0.5,76.05,323.15,130.1
586,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)O,0.5,76.05,328.15,102.9
587,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)O,0.5,76.05,338.15,67.03
588,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)O,0.5,76.05,343.15,55.25
589,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)O,0.5,76.05,353.15,38.91
590,3,C[N+](C)(C)CCO.[Cl-],0.4,139.62,C(C(F)(F)F)(C(F)(F)F)O,0.6,168.04,298.15,40.0
591,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,CC(=O)CCC(=O)O,0.667,116.12,298.15,226.8
592,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,CC(=O)CCC(=O)O,0.667,116.12,303.15,164.5
593,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,CC(=O)CCC(=O)O,0.667,116.12,313.15,93.62
594,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,CC(=O)CCC(=O)O,0.667,116.12,318.15,72.54
595,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,CC(=O)CCC(=O)O,0.667,116.12,328.15,46.28
596,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,CC(=O)CCC(=O)O,0.667,116.12,333.15,37.95
597,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,CC(=O)CCC(=O)O,0.667,116.12,343.15,26.22
598,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,CC(=O)CCC(=O)O,0.667,116.12,348.15,22.23
599,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(=O)O)C(=O)O,0.667,104.06,338.15,76.0
600,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(=O)O)C(=O)O,0.667,104.06,353.15,46.2
601,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(=O)O)C(=O)O,0.667,104.06,308.15,359.0
602,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(=O)O)C(=O)O,0.667,104.06,318.15,173.0
603,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(=O)O)C(=O)O,0.667,104.06,343.15,55.0
604,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(C(=O)O)C(=O)O,0.667,104.06,363.15,30.0
605,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)C(=O)O,0.5,104.06,298.15,1389.0
606,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)C(=O)O,0.5,104.06,303.15,982.9
607,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)C(=O)O,0.5,104.06,313.15,524.5
608,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)C(=O)O,0.5,104.06,318.15,393.9
609,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)C(=O)O,0.5,104.06,328.15,233.8
610,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)C(=O)O,0.5,104.06,333.15,184.4
611,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)C(=O)O,0.5,104.06,343.15,118.7
612,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)C(=O)O,0.5,104.06,348.15,96.66
613,3,C[N+](C)(C)CCO.[Cl-],0.5,139.62,C(C(=O)O)C(=O)O,0.5,104.06,323.0,297.0
614,3,C[N+](C)(C)CCO.[Cl-],0.667,139.62,C(C(=O)O)C(=O)O,0.333,104.06,298.15,1460.3
615,3,C[N+](C)(C)CCO.[Cl-],0.667,139.62,C(C(=O)O)C(=O)O,0.333,104.06,323.15,315.0
616,3,C[N+](C)(C)CCO.[Cl-],0.55,139.62,C1=CC(=CC=C1O)Cl,0.45,128.56,293.15,170.64
617,3,C[N+](C)(C)CCO.[Cl-],0.55,139.62,C1=CC(=CC=C1O)Cl,0.45,128.56,303.15,92.75
618,3,C[N+](C)(C)CCO.[Cl-],0.55,139.62,C1=CC(=CC=C1O)Cl,0.45,128.56,308.15,71.68
619,3,C[N+](C)(C)CCO.[Cl-],0.55,139.62,C1=CC(=CC=C1O)Cl,0.45,128.56,318.15,43.94
620,3,C[N+](C)(C)CCO.[Cl-],0.55,139.62,C1=CC(=CC=C1O)Cl,0.45,128.56,323.15,35.45
621,3,C[N+](C)(C)CCO.[Cl-],0.55,139.62,C1=CC(=CC=C1O)Cl,0.45,128.56,333.15,23.5
622,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,CC1=CC=C(C=C1)O,0.667,108.14,293.15,133.68
623,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,CC1=CC=C(C=C1)O,0.667,108.14,303.15,75.5
624,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,CC1=CC=C(C=C1)O,0.667,108.14,308.15,58.57
625,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,CC1=CC=C(C=C1)O,0.667,108.14,318.15,36.17
626,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,CC1=CC=C(C=C1)O,0.667,108.14,323.15,28.83
627,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,CC1=CC=C(C=C1)O,0.667,108.14,333.15,19.6
628,3,C[N+](C)(C)CCO.[Cl-],0.14,139.62,C1=CC=C(C=C1)O,0.86,94.11,293.15,27.03
629,3,C[N+](C)(C)CCO.[Cl-],0.14,139.62,C1=CC=C(C=C1)O,0.86,94.11,303.15,16.82
630,3,C[N+](C)(C)CCO.[Cl-],0.14,139.62,C1=CC=C(C=C1)O,0.86,94.11,308.15,13.76
631,3,C[N+](C)(C)CCO.[Cl-],0.14,139.62,C1=CC=C(C=C1)O,0.86,94.11,318.15,9.46
632,3,C[N+](C)(C)CCO.[Cl-],0.17,139.62,C1=CC=C(C=C1)O,0.83,94.11,293.15,31.96
633,3,C[N+](C)(C)CCO.[Cl-],0.17,139.62,C1=CC=C(C=C1)O,0.83,94.11,303.15,19.75
634,3,C[N+](C)(C)CCO.[Cl-],0.17,139.62,C1=CC=C(C=C1)O,0.83,94.11,308.15,16.16
635,3,C[N+](C)(C)CCO.[Cl-],0.17,139.62,C1=CC=C(C=C1)O,0.83,94.11,318.15,11.26
636,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C1=CC=C(C=C1)O,0.8,94.11,293.15,40.23
637,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C1=CC=C(C=C1)O,0.8,94.11,303.15,25.2
638,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C1=CC=C(C=C1)O,0.8,94.11,308.15,20.25
639,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C1=CC=C(C=C1)O,0.8,94.11,318.15,14.0
640,3,C[N+](C)(C)CCO.[Cl-],0.25,139.62,C1=CC=C(C=C1)O,0.75,94.11,293.15,57.84
641,3,C[N+](C)(C)CCO.[Cl-],0.25,139.62,C1=CC=C(C=C1)O,0.75,94.11,303.15,35.17
642,3,C[N+](C)(C)CCO.[Cl-],0.25,139.62,C1=CC=C(C=C1)O,0.75,94.11,308.15,28.22
643,3,C[N+](C)(C)CCO.[Cl-],0.25,139.62,C1=CC=C(C=C1)O,0.75,94.11,318.15,19.14
644,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C1=CC=C(C=C1)O,0.667,94.11,293.15,120.77
645,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C1=CC=C(C=C1)O,0.667,94.11,303.15,68.41
646,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C1=CC=C(C=C1)O,0.667,94.11,308.15,53.43
647,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C1=CC=C(C=C1)O,0.667,94.11,318.15,34.34
648,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C1=CC=C(C=C1)O,0.667,94.11,293.15,137.73
649,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C1=CC=C(C=C1)O,0.667,94.11,303.15,76.44
650,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C1=CC=C(C=C1)O,0.667,94.11,308.15,57.85
651,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C1=CC=C(C=C1)O,0.667,94.11,318.15,35.93
652,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C1=CC=C(C=C1)O,0.667,94.11,323.15,28.71
653,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C1=CC=C(C=C1)O,0.667,94.11,333.15,19.5
654,3,C[N+](C)(C)CCO.[Cl-],0.14,139.62,C(COCCOCCO)O,0.86,150.17,298.15,44.9
655,3,C[N+](C)(C)CCO.[Cl-],0.14,139.62,C(COCCOCCO)O,0.86,150.17,318.15,21.0
656,3,C[N+](C)(C)CCO.[Cl-],0.14,139.62,C(COCCOCCO)O,0.86,150.17,328.15,15.0
657,3,C[N+](C)(C)CCO.[Cl-],0.14,139.62,C(COCCOCCO)O,0.86,150.17,348.15,8.0
658,3,C[N+](C)(C)CCO.[Cl-],0.14,139.62,C(COCCOCCO)O,0.86,150.17,358.15,6.5
659,3,C[N+](C)(C)CCO.[Cl-],0.17,139.62,C(COCCOCCO)O,0.83,150.17,308.15,38.0
660,3,C[N+](C)(C)CCO.[Cl-],0.17,139.62,C(COCCOCCO)O,0.83,150.17,318.15,26.0
661,3,C[N+](C)(C)CCO.[Cl-],0.17,139.62,C(COCCOCCO)O,0.83,150.17,338.15,13.5
662,3,C[N+](C)(C)CCO.[Cl-],0.17,139.62,C(COCCOCCO)O,0.83,150.17,348.15,10.0
663,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C(COCCOCCO)O,0.8,150.17,298.15,65.82
664,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C(COCCOCCO)O,0.8,150.17,298.15,61.9
665,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C(COCCOCCO)O,0.8,150.17,318.15,30.0
666,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C(COCCOCCO)O,0.8,150.17,328.15,21.1
667,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C(COCCOCCO)O,0.8,150.17,348.15,11.0
668,3,C[N+](C)(C)CCO.[Cl-],0.2,139.62,C(COCCOCCO)O,0.8,150.17,358.15,8.1
669,3,C[N+](C)(C)CCO.[Cl-],0.25,139.62,C(COCCOCCO)O,0.75,150.17,308.15,48.3
670,3,C[N+](C)(C)CCO.[Cl-],0.25,139.62,C(COCCOCCO)O,0.75,150.17,318.15,33.8
671,3,C[N+](C)(C)CCO.[Cl-],0.25,139.62,C(COCCOCCO)O,0.75,150.17,338.15,16.8
672,3,C[N+](C)(C)CCO.[Cl-],0.25,139.62,C(COCCOCCO)O,0.75,150.17,348.15,12.0
673,3,C[N+](C)(C)CCO.[Cl-],0.29,139.62,C(=O)(N)N,0.71,60.06,303.15,473.0
674,3,C[N+](C)(C)CCO.[Cl-],0.29,139.62,C(=O)(N)N,0.71,60.06,313.15,208.0
675,3,C[N+](C)(C)CCO.[Cl-],0.29,139.62,C(=O)(N)N,0.71,60.06,338.15,59.7
676,3,C[N+](C)(C)CCO.[Cl-],0.29,139.62,C(=O)(N)N,0.71,60.06,348.15,36.9
677,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(=O)(N)N,0.667,60.06,288.15,1371.97
678,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(=O)(N)N,0.667,60.06,313.15,238.08
679,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(=O)(N)N,0.667,60.06,333.15,68.65
680,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(=O)(N)N,0.667,60.06,343.15,41.96
681,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(=O)(N)N,0.667,60.06,363.15,19.95
682,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(=O)(N)N,0.667,60.06,333.15,74.7
683,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(=O)(N)N,0.667,60.06,353.15,31.1
684,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(=O)(N)N,0.667,60.06,298.0,632.0
685,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(=O)(N)N,0.667,60.06,308.0,330.0
686,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(=O)(N)N,0.667,60.06,313.0,231.0
687,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(=O)(N)N,0.667,60.06,323.0,119.0
688,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(=O)(N)N,0.667,60.06,328.0,95.0
689,3,C[N+](C)(C)CCO.[Cl-],0.333,139.62,C(=O)(N)N,0.667,60.06,303.15,514.8
690,3,C[N+](C)(C)CCO.[Cl-],0.4,139.62,C(=O)(N)N,0.6,60.06,298.15,663.0
691,3,C[N+](C)(C)CCO.[Cl-],0.4,139.62,C(=O)(N)N,0.6,60.06,328.15,90.4
692,3,C[N+](C)(C)CCO.[Cl-],0.4,139.62,C(=O)(N)N,0.6,60.06,338.15,54.5
693,3,CCCCCCCCCC[N+](C)(C)C.[Br-],0.33,280.29,C(C(F)(F)F)(C(F)(F)F)O,0.67,168.04,298.15,30.0
694,3,CCCCCCCCCCCC[N+](C)(C)C.[Br-],0.33,308.34,C(C(F)(F)F)(C(F)(F)F)O,0.67,168.04,298.15,40.0
695,3,C[N+](C)(C)CC(CC(=O)[O-])O,0.29,161.2,C(C(F)(F)F)(C(F)(F)F)O,0.71,168.04,298.15,194.0
696,3,C[N+](C)(C)CC(CC(=O)[O-])O,0.333,161.2,C(C(F)(F)F)(C(F)(F)F)O,0.667,168.04,293.15,698.0
697,3,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],0.333,448.61,CCCCCCCCCC(=O)O,0.667,172.26,293.15,814.53
698,3,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],0.333,448.61,CCCCCCCCCC(=O)O,0.667,172.26,298.15,576.53
699,3,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],0.333,448.61,CCCCCCCCCC(=O)O,0.667,172.26,308.15,307.25
700,3,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],0.333,448.61,CCCCCCCCCC(=O)O,0.667,172.26,313.15,230.39
701,3,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Br-],0.333,448.61,CCCCCCCCCC(=O)O,0.667,172.26,323.15,136.15
702,3,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],0.333,404.16,CCOC(=O)C1=CC=C(C=C1)O,0.667,166.17,298.15,1029.0
703,3,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],0.333,404.16,CCOC(=O)C1=CC=C(C=C1)O,0.667,166.17,328.15,181.7
704,3,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],0.333,404.16,CCOC(=O)C1=CC=C(C=C1)O,0.667,166.17,343.15,96.67
705,3,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],0.5,404.16,CCCCCCCCC=CCCCCCCCC(=O)O,0.5,282.46,293.15,1138.73
706,3,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],0.5,404.16,CCCCCCCCC=CCCCCCCCC(=O)O,0.5,282.46,298.15,783.41
707,3,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],0.5,404.16,CCCCCCCCC=CCCCCCCCC(=O)O,0.5,282.46,308.15,398.23
708,3,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],0.5,404.16,CCCCCCCCC=CCCCCCCCC(=O)O,0.5,282.46,313.15,293.12
709,3,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],0.5,404.16,CCCCCCCCC=CCCCCCCCC(=O)O,0.5,282.46,323.15,190.56
710,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,CC(CO)O,0.8,76.09,293.15,163.95
711,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,CC(CO)O,0.8,76.09,303.15,86.33
712,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,CC(CO)O,0.8,76.09,308.15,67.43
713,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,CC(CO)O,0.8,76.09,318.15,43.48
714,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,CC(CO)O,0.8,76.09,323.15,36.44
715,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,CC(CO)O,0.8,76.09,333.15,21.59
716,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.11,357.22,C(=O)(C(F)(F)F)N,0.89,113.04,278.15,657.7
717,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.11,357.22,C(=O)(C(F)(F)F)N,0.89,113.04,298.15,136.5
718,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.11,357.22,C(=O)(C(F)(F)F)N,0.89,113.04,308.15,71.3
719,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.11,357.22,C(=O)(C(F)(F)F)N,0.89,113.04,318.15,24.1
720,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.11,357.22,C(=O)(C(F)(F)F)N,0.89,113.04,323.15,16.6
721,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.25,357.22,CC(=O)O,0.75,60.05,298.15,118.49
722,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.25,357.22,CC(=O)O,0.75,60.05,303.15,97.73
723,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.25,357.22,CC(=O)O,0.75,60.05,313.15,67.73
724,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.25,357.22,CC(=O)O,0.75,60.05,318.15,55.87
725,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.25,357.22,CC(=O)O,0.75,60.05,328.15,45.23
726,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.25,357.22,CC(=O)O,0.75,60.05,333.15,43.24
727,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,C(CO)O,0.8,62.07,288.15,186.1
728,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,C(CO)O,0.8,62.07,298.15,109.8
729,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,C(CO)O,0.8,62.07,318.15,39.5
730,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,C(CO)O,0.8,62.07,328.15,19.7
731,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.25,357.22,C(CO)O,0.75,62.07,318.15,41.94
732,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.25,357.22,C(CO)O,0.75,62.07,323.15,36.12
733,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.25,357.22,C(CO)O,0.75,62.07,333.15,27.12
734,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,C(C(CO)O)O,0.8,92.09,288.15,2753.21
735,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,C(C(CO)O)O,0.8,92.09,298.15,1036.18
736,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,C(C(CO)O)O,0.8,92.09,303.15,632.81
737,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,C(C(CO)O)O,0.8,92.09,318.15,280.14
738,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,C(C(CO)O)O,0.8,92.09,323.15,210.18
739,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.2,357.22,C(C(CO)O)O,0.8,92.09,333.15,113.94
740,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.36,357.22,C(C(CO)O)O,0.64,92.09,323.15,414.9
741,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.36,357.22,C(C(CO)O)O,0.64,92.09,353.15,104.8
742,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.36,357.22,C(C(CO)O)O,0.64,92.09,363.15,77.4
743,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.25,357.22,CC(=O)CCC(=O)O,0.75,116.12,288.15,1658.36
744,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.25,357.22,CC(=O)CCC(=O)O,0.75,116.12,293.15,957.09
745,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.25,357.22,CC(=O)CCC(=O)O,0.75,116.12,303.15,365.74
746,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.25,357.22,CC(=O)CCC(=O)O,0.75,116.12,313.15,243.95
747,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.25,357.22,CC(=O)CCC(=O)O,0.75,116.12,323.15,124.79
748,3,C[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.25,357.22,CC(=O)CCC(=O)O,0.75,116.12,328.15,91.2
749,3,CCN(CC)OCC.Cl,0.333,153.65,C(CO)O,0.667,62.07,298.15,50.45
750,3,CCN(CC)OCC.Cl,0.333,153.65,C(CO)O,0.667,62.07,303.15,40.68
751,3,CCN(CC)OCC.Cl,0.333,153.65,C(CO)O,0.667,62.07,313.15,26.28
752,3,CCN(CC)OCC.Cl,0.333,153.65,C(CO)O,0.667,62.07,318.15,21.97
753,3,CCN(CC)OCC.Cl,0.333,153.65,C(CO)O,0.667,62.07,328.15,15.83
754,3,CCN(CC)OCC.Cl,0.333,153.65,C(CO)O,0.667,62.07,333.15,13.5
755,3,CCN(CC)OCC.Cl,0.333,153.65,C(CO)O,0.667,62.07,343.15,9.99
756,3,CCN(CC)OCC.Cl,0.2,153.65,C(C(CO)O)O,0.8,92.09,298.15,513.09
757,3,CCN(CC)OCC.Cl,0.2,153.65,C(C(CO)O)O,0.8,92.09,308.15,251.25
758,3,CCN(CC)OCC.Cl,0.2,153.65,C(C(CO)O)O,0.8,92.09,313.15,182.87
759,3,CCN(CC)OCC.Cl,0.2,153.65,C(C(CO)O)O,0.8,92.09,323.15,104.18
760,3,CCN(CC)OCC.Cl,0.2,153.65,C(C(CO)O)O,0.8,92.09,328.15,82.79
