,Type,HBA,X HBA,Mw HBA,HBD,X HBD,Mw HBD,T (K),Viscosity
0,1,Cl[Zn]Cl,0.667,136.30,C[N+](C)(C)CCO.[Cl-],0.333,139.62,298.15,85000.0
1,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.500,266.45,C[N+](C)(C)CCO.[Cl-],0.500,139.62,293.15,13085.4
2,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.500,266.45,C[N+](C)(C)CCO.[Cl-],0.500,139.62,315.15,2475.7
3,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.500,266.45,C[N+](C)(C)CCO.[Cl-],0.500,139.62,326.15,1195.3
4,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.500,266.45,C[N+](C)(C)CCO.[Cl-],0.500,139.62,347.65,422.9
5,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.600,266.45,C[N+](C)(C)CCO.[Cl-],0.400,139.62,293.15,7516.3
6,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.600,266.45,C[N+](C)(C)CCO.[Cl-],0.400,139.62,315.15,1418.8
7,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.600,266.45,C[N+](C)(C)CCO.[Cl-],0.400,139.62,326.15,727.8
8,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.600,266.45,C[N+](C)(C)CCO.[Cl-],0.400,139.62,336.65,463.6
9,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.600,266.45,C[N+](C)(C)CCO.[Cl-],0.400,139.62,347.65,260.3
10,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.667,266.45,C[N+](C)(C)CCO.[Cl-],0.333,139.62,293.15,4670.8
11,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.667,266.45,C[N+](C)(C)CCO.[Cl-],0.333,139.62,315.15,992.0
12,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.667,266.45,C[N+](C)(C)CCO.[Cl-],0.333,139.62,326.15,605.8
13,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.710,266.45,C[N+](C)(C)CCO.[Cl-],0.290,139.62,293.15,4122.1
14,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.710,266.45,C[N+](C)(C)CCO.[Cl-],0.290,139.62,315.15,788.8
15,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.710,266.45,C[N+](C)(C)CCO.[Cl-],0.290,139.62,326.15,402.6
16,2,O.O.O.O.O.O.Cl[Cr](Cl)Cl,0.710,266.45,C[N+](C)(C)CCO.[Cl-],0.290,139.62,347.65,118.0
17,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C1=NC=NN1,0.500,69.07,303.15,304.69
18,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C1=NC=NN1,0.500,69.07,323.15,83.06
19,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C1=NC=NN1,0.500,69.07,333.15,46.48
20,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C1=NC=NN1,0.500,69.07,373.15,8.37
21,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C(=O)CO)O)O)O)O,0.500,180.16,298.15,1380.1
22,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C(=O)CO)O)O)O)O,0.500,180.16,303.15,845.74
23,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C(=O)CO)O)O)O)O,0.500,180.16,308.15,357.53
24,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C(=O)CO)O)O)O)O,0.500,180.16,323.15,124.93
25,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C(=O)CO)O)O)O)O,0.500,180.16,328.15,70.17
26,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C(=O)CO)O)O)O)O,0.500,180.16,338.15,42.78
27,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C(=O)CO)O)O)O)O,0.500,180.16,343.15,27.97
28,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,298.15,1066.43
29,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,303.15,671.82
30,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,313.15,297.18
31,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,318.15,207.44
32,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,328.15,109.7
33,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,333.15,82.68
34,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,343.15,49.9
35,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,348.15,39.78
36,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,298.15,3823.73
37,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,303.15,2190.03
38,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,313.15,823.64
39,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,318.15,535.63
40,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,333.15,250.84
41,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,338.15,179.45
42,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,348.15,99.03
43,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,353.15,76.01
44,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,363.15,47.3
45,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,293.15,2261.33
46,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,303.15,849.99
47,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,308.15,552.83
48,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,318.15,257.91
49,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,323.15,183.94
50,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,333.15,100.98
51,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,338.15,77.45
52,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,348.15,48.29
53,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,181.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,353.15,39.09
54,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,381.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,298.15,2229.33
55,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,381.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,303.15,1336.5
56,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,381.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,313.15,545.54
57,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,381.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,318.15,367.82
58,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,381.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,328.15,183.55
59,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,381.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,333.15,135.05
60,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,381.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,343.15,78.25
61,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.500,381.66,C(C(C(C(C=O)O)O)O)O,0.500,150.13,348.15,61.29
62,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.333,181.66,C1=CN=CN1,0.667,68.08,303.15,103.33
63,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.333,181.66,C1=CN=CN1,0.667,68.08,313.15,52.18
64,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.333,181.66,C1=CN=CN1,0.667,68.08,333.15,21.49
65,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.333,181.66,C1=CN=CN1,0.667,68.08,343.15,11.37
66,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.333,181.66,C1=CN=CN1,0.667,68.08,363.15,4.17
67,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.400,181.66,C1=CN=CN1,0.600,68.08,303.15,233.69
68,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.400,181.66,C1=CN=CN1,0.600,68.08,323.15,59.05
69,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.400,181.66,C1=CN=CN1,0.600,68.08,333.15,35.29
70,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.400,181.66,C1=CN=CN1,0.600,68.08,353.15,16.53
71,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.400,181.66,C1=CN=CN1,0.600,68.08,363.15,11.69
72,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.450,181.66,C1=CN=CN1,0.550,68.08,313.15,189.19
73,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.450,181.66,C1=CN=CN1,0.550,68.08,323.15,98.8
74,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.450,181.66,C1=CN=CN1,0.550,68.08,353.15,25.74
75,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.450,181.66,C1=CN=CN1,0.550,68.08,363.15,17.68
76,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.250,181.66,CC(=O)CCC(=O)O,0.750,116.12,293.15,164.52
77,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.250,181.66,CC(=O)CCC(=O)O,0.750,116.12,303.15,85.88
78,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.250,181.66,CC(=O)CCC(=O)O,0.750,116.12,323.15,31.58
79,3,CC(=O)OCC[N+](C)(C)C.[Cl-],0.250,181.66,CC(=O)CCC(=O)O,0.750,116.12,333.15,21.47
80,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.059,383.26,C(COCCO)O,0.941,106.12,343.15,7.87
81,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.059,383.26,C(COCCO)O,0.941,106.12,293.15,57.19
82,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.059,383.26,C(COCCO)O,0.941,106.12,303.15,33.68
83,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.059,383.26,C(COCCO)O,0.941,106.12,308.15,26.69
84,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.059,383.26,C(COCCO)O,0.941,106.12,318.15,17.83
85,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.059,383.26,C(COCCO)O,0.941,106.12,323.15,14.79
86,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.059,383.26,C(COCCO)O,0.941,106.12,333.15,10.57
87,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.090,383.26,C(COCCO)O,0.910,106.12,293.15,70.92
88,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.090,383.26,C(COCCO)O,0.910,106.12,303.15,41.11
89,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.090,383.26,C(COCCO)O,0.910,106.12,308.15,32.27
90,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.090,383.26,C(COCCO)O,0.910,106.12,323.15,17.27
91,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.090,383.26,C(COCCO)O,0.910,106.12,328.15,14.43
92,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.090,383.26,C(COCCO)O,0.910,106.12,333.15,12.18
93,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.090,383.26,C(COCCO)O,0.910,106.12,338.15,10.39
94,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCO)O,0.800,106.12,293.15,213.18
95,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCO)O,0.800,106.12,298.15,150.76
96,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCO)O,0.800,106.12,308.15,81.11
97,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCO)O,0.800,106.12,313.15,61.8
98,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCO)O,0.800,106.12,323.15,37.87
99,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCO)O,0.800,106.12,328.15,30.34
100,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCO)O,0.800,106.12,338.15,20.4
101,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCO)O,0.800,106.12,343.15,17.14
102,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.059,383.26,C(COCCOCCO)O,0.941,150.17,298.15,57.94
103,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.059,383.26,C(COCCOCCO)O,0.941,150.17,303.15,44.82
104,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.059,383.26,C(COCCOCCO)O,0.941,150.17,313.15,28.28
105,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.059,383.26,C(COCCOCCO)O,0.941,150.17,318.15,22.99
106,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.059,383.26,C(COCCOCCO)O,0.941,150.17,328.15,15.87
107,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.059,383.26,C(COCCOCCO)O,0.941,150.17,333.15,13.43
108,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.059,383.26,C(COCCOCCO)O,0.941,150.17,343.15,9.89
109,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.090,383.26,C(COCCOCCO)O,0.910,150.17,293.15,95.29
110,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.090,383.26,C(COCCOCCO)O,0.910,150.17,308.15,52.76
111,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.090,383.26,C(COCCOCCO)O,0.910,150.17,313.15,33.94
112,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.090,383.26,C(COCCOCCO)O,0.910,150.17,318.15,27.41
113,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.090,383.26,C(COCCOCCO)O,0.910,150.17,323.15,22.42
114,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.090,383.26,C(COCCOCCO)O,0.910,150.17,333.15,15.65
115,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.090,383.26,C(COCCOCCO)O,0.910,150.17,338.15,13.29
116,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCOCCO)O,0.800,150.17,298.15,166.52
117,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCOCCO)O,0.800,150.17,303.15,121.64
118,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCOCCO)O,0.800,150.17,308.15,90.91
119,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCOCCO)O,0.800,150.17,313.15,69.37
120,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCOCCO)O,0.800,150.17,323.15,42.73
121,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCOCCO)O,0.800,150.17,328.15,34.35
122,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCOCCO)O,0.800,150.17,338.15,23.18
123,3,C=CC[P+](C1=CC=CC=C1)(C2=CC=CC=C2)C3=CC=CC=C3.[Br-],0.200,383.26,C(COCCOCCO)O,0.800,150.17,343.15,19.4
124,3,C(#N)[S-].[NH4+],0.250,76.12,CC(=O)N,0.750,59.07,293.15,20.29
125,3,C(#N)[S-].[NH4+],0.250,76.12,C1CCC(=O)NCC1,0.750,113.16,313.15,194.31
126,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.333,215.72,CC(=O)CCC(=O)O,0.667,116.12,283.15,2026.0
127,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.333,215.72,CC(=O)CCC(=O)O,0.667,116.12,293.15,785.0
128,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.333,215.72,CC(=O)CCC(=O)O,0.667,116.12,298.15,518.0
129,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.333,215.72,CC(=O)CCC(=O)O,0.667,116.12,308.15,248.0
130,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.333,215.72,CC(=O)CCC(=O)O,0.667,116.12,313.15,179.0
131,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.333,215.72,CC(=O)CCC(=O)O,0.667,116.12,323.15,101.0
132,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.333,215.72,CC(=O)CCC(=O)O,0.667,116.12,328.15,78.0
133,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.333,215.72,CC(=O)CCC(=O)O,0.667,116.12,338.15,49.0
134,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.333,215.72,CC(=O)CCC(=O)O,0.667,116.12,343.15,40.0
135,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C(=O)CO)O)O)O)O,0.500,180.16,318.15,325.74
136,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C(=O)CO)O)O)O)O,0.500,180.16,328.15,157.01
137,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C(=O)CO)O)O)O)O,0.500,180.16,333.15,113.21
138,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C(=O)CO)O)O)O)O,0.500,180.16,338.15,62.82
139,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C(=O)CO)O)O)O)O,0.500,180.16,348.15,24.46
140,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C(=O)CO)O)O)O)O,0.500,180.16,353.15,20.11
141,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,293.15,5644.8
142,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,298.15,3241.8
143,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,308.15,1197.1
144,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,313.15,767.1
145,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,323.15,346.5
146,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,328.15,242.8
147,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,338.15,128.7
148,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,343.15,96.9
149,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C(C=O)O)O)O)O)O,0.500,180.16,353.15,58.1
150,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,298.15,8168.97
151,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,308.15,2657.87
152,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,313.15,1616.33
153,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,323.15,664.81
154,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,328.15,447.64
155,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,343.15,161.33
156,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,348.15,120.36
157,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,OCC1OC(O)C(O)C(O)C1O,0.500,180.16,353.15,91.65
158,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C=O)O)O)O)O,0.500,150.13,293.15,6597.07
159,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C=O)O)O)O)O,0.500,150.13,303.15,2280.87
160,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C=O)O)O)O)O,0.500,150.13,308.15,1420.2
161,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C=O)O)O)O)O,0.500,150.13,318.15,604.95
162,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C=O)O)O)O)O,0.500,150.13,323.15,411.9
163,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C=O)O)O)O)O,0.500,150.13,333.15,206.27
164,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C=O)O)O)O)O,0.500,150.13,338.15,151.51
165,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C=O)O)O)O)O,0.500,150.13,348.15,87.24
166,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C=O)O)O)O)O,0.500,150.13,353.15,68.33
167,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C=O)O)O)O)O,0.500,150.13,303.15,1392.57
168,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C=O)O)O)O)O,0.500,150.13,313.15,388.29
169,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C=O)O)O)O)O,0.500,150.13,323.15,191.85
170,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C=O)O)O)O)O,0.500,150.13,328.15,140.04
171,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C=O)O)O)O)O,0.500,150.13,338.15,61.87
172,3,C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.500,215.72,C(C(C(C(C=O)O)O)O)O,0.500,150.13,343.15,48.86
173,3,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],0.333,227.77,CC(=O)O,0.667,60.05,278.15,341.1
174,3,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],0.333,227.77,CC(=O)O,0.667,60.05,283.15,244.04
175,3,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],0.333,227.77,CC(=O)O,0.667,60.05,293.15,133.86
176,3,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],0.333,227.77,CC(=O)O,0.667,60.05,298.15,112.7
177,3,CC[N+](CC)(CC)CC1=CC=CC=C1.[Cl-],0.333,227.77,CC(=O)O,0.667,60.05,308.15,74.12
